text,sentiment
RT @lea_elenaa: I AM CONFUSED AS TO WHY WOMEN'S REPRODUCTIVE RIGHTS IS A DEBATE TOPIC FOR THE MALE REPUBLICAN CANDIDATES #GOPDebate,Negative
What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC,Positive
"After the #GOPDebate, I'm all #YasKween! http://t.co/2VRyVXpTgU",Positive
"@brianstelter care about reality! #REALITY MATTERS, NOT theories, equations, and books! #sciencenotsex #GOPDebate http://t.co/Od0I4cNkSn",Positive
"It's brilliant that Trump never apologizes for anything he says. I mean everyone loves a bully, right? #dumptrump #GOPDebate",Positive
"RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:…",Negative
"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",Negative
RT @_Ms_Bee: Very interesting.#GOPDebate  https://t.co/6INkmV9KZw,Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!,Positive
"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates",Negative
Twist! Carly Fiorina just ATE CHRIS CHRISTIE #GOPDebates,Negative
"RT @Diplomtc_Immnty: @realDonaldTrump They tried to take you out &amp; your poll numbers skyrocketed. Voters matter, not @FOXNews moderators.
#…",Positive
I am filled with so much joy right now. #gopdebates,Positive
RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,Positive
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
RT @tramontela: More great coverage @WKSU @MLSchultze http://t.co/BryjH5EPif @MonchosBarCLE @montoyaisabelc #GOPDebate #TrumpEffect #ImPower,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative
Some would see it as radical but I liked @GovMikeHuckabee idea of using 5th and 14th amendments to stop abortion #GOPDebate,Positive
"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Positive
When Donald Trump calls out Rosie ODonald 👌🏼😂 #GOPdebates,Positive
RT @tuckahoetommy: XM121 today 3-4pm w @JohnFugelsang #TellMeEverything #GOPDebate fun to be with @rickungar @FrankConniff Always a great h…,Positive
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…",Negative
@HipHopPrez @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,Negative
Don't buy @tedcruz 's stale rhetoric. Successful #CVE looks at root causes of radicalism &amp; adopts long-term solutions #GOPDebate,Negative
RT @gnudarwin: Is Trump The Democrat ‘Wolf’ In GOP Clothing?  http://t.co/EBwX3o9OeU #standwithrand #gopdebate,Negative
"With some of @realDonaldTrump's past positions, it would have been fun to see him run against @HillaryClinton in Democrat Primary #GOPDebate",Negative
@Pedinska Absolutely. Sane Twitter was *MOST* entertaining last nite. Moar #GOPDebate please! @Terry5135,Negative
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" http://t.co/B7TI3hVn7p",Positive
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
Bring back #DonaldTrump ! I'm bored now! #GOPDebate #GOPDebates,Positive
"RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage.",Negative
"RT @ChrisJZullo: No substantive conversation about income inequality, declining wages, social security or race and minorities. #GOPDebate a…",Negative
@Mr_Landshark Saint Genesius of Rome: Patron Saint of Comedians #GOPDebate http://t.co/0uPbQMymTs,Negative
@jennybethm #MegynKelly #GOPDebates had a fave. #JebBush. #trump was ambushed. #FoxNews has changed for the worse #tcot,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
RT @MarthaMartinMe: #Trump collapses; #Hillary non issue #MarcoRubio shined #Jeb2016 strong #Carson2016 articulate #Fiorina should join #GO…,Positive
RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates,Negative
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
Everyone was excited for #GOPDebate - @hemzy1 @MyHatBaby. Excellent job moderators @FoxNews @BretBaier @megynkelly #election2016,Positive
"While I wasn't too impressed with her questions last night, @megynkelly 's dress rocked!!! #whoareyouwearing #GOPDebate @FoxNews",Positive
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @FrankLuntz: The biggest (pleasant) surprise in tonight’s #GOPDebate was Ben Carson.

#KellyFile",Positive
"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate",Positive
RT @MattyIceAZ: Somewhere Hillary is laughing. #GOPDebate,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
RT @monaeltahawy: Love Liza's cartoons! #GOPDebates  https://t.co/VkhQN0s7N4,Positive
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…,Negative
RT @hemantmehta: You have to admit: That was more entertaining than any episode of The Apprentice. #GOPDebate,Positive
"""Eighty percent of the people in our prisons have addictions or problems."" One of the few #GOPDebate moments that made sense @JohnKasich",Positive
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"@realDonaldTrump won, @FoxNews @megynkelly Chris 'goofy glasses' Wallace lost favor. #GOPDebates",Negative
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
How about we have them give the rest of the candidates Taboo Buzzers to use when Trump speaks?! LOL #GOPDebates,Negative
@HalftimeReport the smartest people sound like drunk uncles when limited to 140characters #twitter #GOPdebate #joshbrown,Negative
Sad that Trump didn't get to answer that question #GOPDebates,Negative
RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,Positive
Damn freeloading pimps! #GOPDebates,Negative
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate. Stupid is as stupid does. http://t.co/TjvtUWVt6E,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on #outnumbered #StudentsForRubio #GOPDebate,Positive
RT @JacobEngels: .@realDonaldTrump is winning. Key takeaways from the #FoxDebate. http://t.co/DYLhHIHpDT #GOPDebate #sayfie #tcot #gop2016 …,Positive
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
"Some of these guys are nailing it, unfortunately @megynkelly put herself at the center of tomorrow's headlines. Pathetic. #GOPDebates",Negative
"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…",Negative
RT @fergie_spuds: Trump and Ben Carson stood out #GopDebates,Positive
"@marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #PartyOfTheFuture",Positive
RT @MichaelDinoff: #GOPDebates #ClownCircus Its always a Circus with these clowns!! http://t.co/89wRJDv1dl,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
RT @RhondaWatkGwyn: Amen! I pray 4 #Huckabee &amp; his family every day.He has been spectacular 2night. #imwithhuck #GOPDebate #th2016 https://…,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
Ted Cruz and Carly RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"RT @mrdaveyd: So donald Trump says everyone is stupid and Ben Carson says everyone is an uninformed, useful idiot...we are all NOT worthy #…",Negative
#WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. https://t.co/VemeQVlmvI,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/…,Positive
RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…,Negative
RT @barefootpagan: Gonna call it a night &amp; think of peaceful thoughts to erase the #GOPDebate from my mind. Blessed Be. http://t.co/pDI5czn…,Negative
Illegal immigration has been talked about before @realDonaldTrump started speaking of it. #arrogant #ignorant #GOPDebate,Negative
With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
We can do better #DebateQuestionsWeWantToHear #GOPDebates I am not here bashing but results and Accomplishments!,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
"RT @P0TUS: .@realDonaldTrump &lt;--- ""Pay no attention to those pesky facts behind the curtain""

#GOPDebate http://t.co/hxCUBSvTGL",Negative
I see Marco Rubio is still thirsty. #TrumpchoseCrist #GOPDebate #youmadbro http://t.co/TX5hLqiT2R,Negative
"when ""word from God"" got 2x the amount of questions than ""race relations"" we have a skewed sampling #GOPDebate  https://t.co/uIiQiDIFZT",Negative
Trump got double the speaking time of Paul: http://t.co/2wndAiiiKc #GOPDebate http://t.co/1nAioxCLn9,Positive
RT @BigBoyBaker: Carly Fiorina made the point that she will be able to attack Hillary Clinton.  Love it.  She is unafraid.  #GOPDebates,Positive
Trump Donated to Hillary &amp; supported Dems for YEARS-Now he says he's conservative &amp; runs 3rd party?? NO SUPPORT #Tcot #GOPDebate #ccot,Negative
Kinda liking #DonaldTrump for prez. #GOPDebate #KeepitReal,Positive
.@megynkelly slayed the #GOPDebate and asked thought provoking questions. 👏🏼 or else @realDonaldTrump wouldn't be tweeting about it.,Positive
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co…,Negative
"Rubio Did A Good Job Last Night.
#GOPDebate",Positive
RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight’s #GOPdebates,Negative
"#BestDebateQuotes ""First thing I will do as president is rescind all of Obama's executive orders."" #TedCruz2016 #GOPDebates",Positive
You're not a successful pimp if you have to depend on Social Security. #GOPDebates,Negative
#Trump is killing me in the #GOPDebates. Loved his #AtlanticCity zinger to #ChrisChristie. And how condescending he was to the moderator.,Positive
RT @joeykramer: @Aerosmith Headed out to the #GOPDebates in Cleveland should be interesting #MotleyCrue,Positive
RT @ouleye_ndoye: Aaand the question about the racial divide goes to ... *drum roll* ... the only black man on stage. #GOPdebates #overit,Negative
Jeb and Marco 2016 seem like a possible team.#GOPDebate,Positive
"RT @KarrattiPaul: Join ISIS and sign your death warrant,
Signed @tedcruz next President of the US󾓦

#GOPDebate #WakeUpAmerica #CruzCrew htt…",Positive
